ontology_side,entity_type,entity_iri,label
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C2,DSTL-SbD04-C3-R3-C2 — Understand where critical data travels.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C3,DSTL-SbD04-C3-R3-C3 — Understand how compromise of critical data impacts functions.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C4,DSTL-SbD04-C3-R3-C4 — Understand third-party handling of critical data.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R4,DSTL-SbD04-C3-R4 — Data Protection and Resilience
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R4-C1,DSTL-SbD04-C3-R4-C1 — Understand the impact of data compromise or unavailability on essential functions.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R4-C2,DSTL-SbD04-C3-R4-C2 — Document that impact.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R5,DSTL-SbD04-C3-R5 — Data Protection and Resilience
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R5-C1,DSTL-SbD04-C3-R5-C1 — Secure backups.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R5-C2,DSTL-SbD04-C3-R5-C2 — Test backups.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R5-C3,DSTL-SbD04-C3-R5-C3 — Ensure backups are accessible for disaster recovery or business continuity.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6,DSTL-SbD04-C3-R6 — Data Protection and Resilience
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6-C1,DSTL-SbD04-C3-R6-C1 — Maintain a comprehensive data inventory.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6-C2,DSTL-SbD04-C3-R6-C2 — Review the data inventory regularly.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6-C3,DSTL-SbD04-C3-R6-C3 — Use appropriate cryptographic protections.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6-C4,DSTL-SbD04-C3-R6-C4 — Provide alternative transmission paths for resilience.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1,DSTL-SbD04-C4-R1 — Control Identification
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C1,DSTL-SbD04-C4-R1-C1 — Select security controls appropriately so capabilities can deliver within Risk Appetite.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C2,DSTL-SbD04-C4-R1-C2 — Monitor security controls at programme level through life.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C3,DSTL-SbD04-C4-R1-C3 — Report on security controls at programme level through life.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C4,DSTL-SbD04-C4-R1-C4 — Review security controls at programme level through life.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C5,DSTL-SbD04-C4-R1-C5 — Allocate sufficient resources to implement controls within the desired timeframe.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_01,Cyber Resilient Architecture
source,individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_02,Asset Management
source,individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_03,Data Protection and Resilience
source,individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_04,Control Identification
source,individual,https://example.org/mod-sbd#DSTL-SbD05-C1-R1,DSTL-SbD05-C1-R1 — Supply Chain Risk Management
source,individual,https://example.org/mod-sbd#DSTL-SbD05-C1-R1-C1,DSTL-SbD05-C1-R1-C1 — Obtain supply-chain assurance that risk management covers Tier 1 to Tier 3 suppliers.
source,individual,https://example.org/mod-sbd#DSTL-SbD05-C1-R1-C2,DSTL-SbD05-C1-R1-C2 — Flow down security requirements and Risk Appetite through the supply chain.
source,individual,https://example.org/mod-sbd#DSTL-SbD05-C1-R1-C3,DSTL-SbD05-C1-R1-C3 — Manage supply-chain assurance through life.
source,individual,https://example.org/mod-sbd#DSTL-SbD05-C2-R1,DSTL-SbD05-C2-R1 — Supply Chain Risk Management
source,individual,https://example.org/mod-sbd#DSTL-SbD05-C2-R1-C1,DSTL-SbD05-C2-R1-C1 — Perform planning and due diligence with the prime supplier to reduce cybersecurity risks before entering contracts.
source,individual,https://example.org/mod-sbd#DSTL-SbD05-C2-R1-C2,DSTL-SbD05-C2-R1-C2 — Include contractual provisions that address identified cybersecurity risks.
source,individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R1,DSTL-SbD06-C1-R1 — Security Testing and Verification
source,individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R1-C1,DSTL-SbD06-C1-R1-C1 — Continuously test resilience mechanisms across all programme capabilities.
source,individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R1-C2,DSTL-SbD06-C1-R1-C2 — Continuously monitor resilience mechanisms across all programme capabilities.
source,individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R1-C3,DSTL-SbD06-C1-R1-C3 — Continuously assess resilience mechanisms across all programme capabilities.
source,individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R2,DSTL-SbD06-C1-R2 — Security Testing and Verification
source,individual,https://example.org/mod-sbd#DSTL-SbD06-C2-R1,DSTL-SbD06-C2-R1 — Security Authorisation Decisions
source,individual,https://example.org/mod-sbd#DSTL-SbD06-C2-R1-C1,DSTL-SbD06-C2-R1-C1 — Ensure the capability risk owner is suitably empowered and accountable.
source,individual,https://example.org/mod-sbd#DSTL-SbD06-C2-R1-C2,DSTL-SbD06-C2-R1-C2 — Provide the risk owner with the information needed to make an informed decision about capability risk.
source,individual,https://example.org/mod-sbd#DSTL-SbD06-Criterion_01,Security Testing and Verification
source,individual,https://example.org/mod-sbd#DSTL-SbD06-Criterion_02,Security Authorisation Decisions
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R1,"DSTL-SbD07-C1-R1 — Through life asset management, Secure Disposal and Archival Management"
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R2,"DSTL-SbD07-C1-R2 — Through life asset management, Secure Disposal and Archival Management"
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R2-C1,DSTL-SbD07-C1-R2-C1 — Maintain programme boards for through-life management review.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R2-C2,"DSTL-SbD07-C1-R2-C2 — Regularly review capability through-life management, obsolescence, upgrades, capability effectiveness and disposal."
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R2-C3,DSTL-SbD07-C1-R2-C3 — Use through-life review to identify areas for improvement.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R3,"DSTL-SbD07-C1-R3 — Through life asset management, Secure Disposal and Archival Management"
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R3-C1,DSTL-SbD07-C1-R3-C1 — Train staff in secure disposal procedures.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R3-C2,DSTL-SbD07-C1-R3-C2 — Train staff in MOD classification rules.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R1,DSTL-SbD07-C2-R1 — Reporting
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R1-C1,DSTL-SbD07-C2-R1-C1 — Maintain effective and efficient security reporting processes for all programme capabilities.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R1-C2,DSTL-SbD07-C2-R1-C2 — Integrate capability reporting processes with the appropriate WARP.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R2,DSTL-SbD07-C2-R2 — Reporting
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R2-C1,DSTL-SbD07-C2-R2-C1 — Train staff to identify potential security issues.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R2-C2,DSTL-SbD07-C2-R2-C2 — Train staff to report potential security issues to the appropriate WARP.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C3-R1,DSTL-SbD07-C3-R1 — Monitoring and Detection
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C3-R1-C1,DSTL-SbD07-C3-R1-C1 — Maintain a process to monitor programme capabilities appropriately in line with MOD policy.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C3-R1-C2,DSTL-SbD07-C3-R1-C2 — Fund and resource the monitoring function appropriately through life.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R1,DSTL-SbD07-C4-R1 — Incident Response
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R1-C1,"DSTL-SbD07-C4-R1-C1 — Establish, communicate, maintain and regularly improve incident response plans."
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R1-C2,DSTL-SbD07-C4-R1-C2 — Ensure incident response plans remain accessible during outages.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R1-C3,DSTL-SbD07-C4-R1-C3 — Review and test incident response plans regularly.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R1-C4,"DSTL-SbD07-C4-R1-C4 — Integrate incident response planning with business continuity, supply chain and supporting-infrastructure plans."
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R1-C5,DSTL-SbD07-C4-R1-C5 — Clearly define and ensure understanding of incident-response roles and responsibilities.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R2,DSTL-SbD07-C4-R2 — Incident Response
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R2-C1,DSTL-SbD07-C4-R2-C1 — Maintain tested incident-management processes that ensure continuity of essential functions during an incident.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R2-C2,DSTL-SbD07-C4-R2-C2 — Maintain mitigation activities that contain or limit incident impact.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R3,DSTL-SbD07-C4-R3 — Incident Response
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R3-C1,DSTL-SbD07-C4-R3-C1 — Maintain tested forensic processes.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R3-C2,DSTL-SbD07-C4-R3-C2 — Use forensic processes to create a comprehensive and documented understanding of an incident.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R4,DSTL-SbD07-C4-R4 — Incident Response
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R4-C1,DSTL-SbD07-C4-R4-C1 — Conduct post-incident analysis routinely after incidents.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R4-C2,DSTL-SbD07-C4-R4-C2 — Determine what occurred during the incident.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R4-C3,DSTL-SbD07-C4-R4-C3 — Identify incident root causes.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R4-C4,DSTL-SbD07-C4-R4-C4 — Assess incident magnitude and impact.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R4-C5,DSTL-SbD07-C4-R4-C5 — Use 'what if' scenarios to explore alternative outcomes.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R5,DSTL-SbD07-C4-R5 — Incident Response
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R5-C1,DSTL-SbD07-C4-R5-C1 — Use lessons learned to implement remediating actions.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R5-C2,DSTL-SbD07-C4-R5-C2 — Use lessons learned to strengthen resilience mechanisms for future incidents.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R6,DSTL-SbD07-C4-R6 — Incident Response
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R1,DSTL-SbD07-C5-R1 — Incident Recovery
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R1-C1,DSTL-SbD07-C5-R1-C1 — Maintain a documented recovery plan.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R1-C2,"DSTL-SbD07-C5-R1-C2 — Use the recovery plan to define the selection, scope and prioritisation of recovery actions."
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R1-C3,DSTL-SbD07-C5-R1-C3 — Incorporate critical mission functions and cybersecurity risk considerations into recovery planning.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R1-C4,DSTL-SbD07-C5-R1-C4 — Use recovery planning to establish post-incident operational norms.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R2,DSTL-SbD07-C5-R2 — Incident Recovery
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R2-C1,DSTL-SbD07-C5-R2-C1 — Identify resources required for recovery.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R2-C2,DSTL-SbD07-C5-R2-C2 — Maintain arrangements that make required recovery resources available.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R2-C3,DSTL-SbD07-C5-R2-C3 — Ensure information needed for recovery decisions is accessible during incidents.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R3,DSTL-SbD07-C5-R3 — Incident Recovery
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R3-C1,"DSTL-SbD07-C5-R3-C1 — Ensure response-team members have the skills, knowledge and authority required to execute recovery actions."
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R3-C2,DSTL-SbD07-C5-R3-C2 — Duplicate key roles to avoid single points of failure.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R3-C3,DSTL-SbD07-C5-R3-C3 — Share operational knowledge to avoid single points of failure.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R4,DSTL-SbD07-C5-R4 — Incident Recovery
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R4-C1,DSTL-SbD07-C5-R4-C1 — Maintain and routinely test backup mechanisms.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R4-C2,"DSTL-SbD07-C5-R4-C2 — Use backup mechanisms to maintain essential functions during recovery, even at reduced capacity."
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R4-C3,DSTL-SbD07-C5-R4-C3 — Maintain arrangements to augment recovery capability using external support.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R5,DSTL-SbD07-C5-R5 — Incident Recovery
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R5-C1,DSTL-SbD07-C5-R5-C1 — Conduct regular training and exercises for recovery teams.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R5-C2,DSTL-SbD07-C5-R5-C2 — Feed lessons learned from incidents and resilience exercises into design standards.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R5-C3,DSTL-SbD07-C5-R5-C3 — Feed lessons learned into development practices.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R5-C4,DSTL-SbD07-C5-R5-C4 — Feed lessons learned into future project planning.
source,individual,https://example.org/mod-sbd#DSTL-SbD07-Criterion_01,"Through life asset management, Secure Disposal and Archival Management"
source,individual,https://example.org/mod-sbd#DSTL-SbD07-Criterion_03,Monitoring and Detection
source,individual,https://example.org/mod-sbd#DSTL-SbD07-Criterion_04,Incident Response
source,individual,https://example.org/mod-sbd#DSTL-SbD07-Criterion_05,Incident Recovery
source,individual,https://example.org/mod-sbd#DefenceSecurityRiskAppetiteStatement,Defence Security Risk Appetite Statement
source,individual,https://example.org/mod-sbd#MOD,Ministry of Defence (MOD)
source,individual,https://example.org/mod-sbd#SbD_01,Understand and Define Context
source,individual,https://example.org/mod-sbd#SbD_02,Plan the Security Activities
source,individual,https://example.org/mod-sbd#SbD_03,Implement Continuous Risk Management
source,individual,https://example.org/mod-sbd#SbD_04,Define Security Controls
source,individual,https://example.org/mod-sbd#SbD_05,Engage and Manage the Supply Chain
source,individual,https://example.org/mod-sbd#SbD_06,"Assure, Verify and Test"
source,individual,https://example.org/mod-sbd#SbD_07,Enable Through Life Management
source,individual,https://example.org/mod-sbd#WARP,"Warning, Advice, and Reporting Point (WARP)"
target,individual,https://example.org/ontology/sora#AE-OSO01-A-C1-H1,AE-OSO01-A-C1-H1
target,individual,https://example.org/ontology/sora#AE-OSO01-A-C1-H2,AE-OSO01-A-C1-H2
target,individual,https://example.org/ontology/sora#AE-OSO01-A-C1-L1,AE-OSO01-A-C1-L1
target,individual,https://example.org/ontology/sora#AE-OSO01-A-C1-M1,AE-OSO01-A-C1-M1
target,individual,https://example.org/ontology/sora#AE-OSO01-A-Criterion_01,Operator competence / organisation (evidence)
target,individual,https://example.org/ontology/sora#AE-OSO01-I-C1-H1,AE-OSO01-I-C1-H1
target,individual,https://example.org/ontology/sora#AE-OSO01-I-C1-L1,AE-OSO01-I-C1-L1
target,individual,https://example.org/ontology/sora#AE-OSO01-I-C1-L2,AE-OSO01-I-C1-L2
target,individual,https://example.org/ontology/sora#AE-OSO01-I-C1-L3,AE-OSO01-I-C1-L3
target,individual,https://example.org/ontology/sora#AE-OSO01-I-C1-L4,AE-OSO01-I-C1-L4
target,individual,https://example.org/ontology/sora#AE-OSO01-I-C1-L4-C1,AE-OSO01-I-C1-L4-C1
target,individual,https://example.org/ontology/sora#AE-OSO01-I-C1-L4-C2,AE-OSO01-I-C1-L4-C2
target,individual,https://example.org/ontology/sora#AE-OSO01-I-C1-M1,AE-OSO01-I-C1-M1
target,individual,https://example.org/ontology/sora#AE-OSO01-I-C1-M2,AE-OSO01-I-C1-M2
target,individual,https://example.org/ontology/sora#AE-OSO01-I-Criterion_01,Operator competence / organisation
target,individual,https://example.org/ontology/sora#AE-OSO02-A-C1-H1,AE-OSO02-A-C1-H1
target,individual,https://example.org/ontology/sora#AE-OSO02-A-C1-H2,AE-OSO02-A-C1-H2
target,individual,https://example.org/ontology/sora#AE-OSO02-A-C1-L1,AE-OSO02-A-C1-L1
target,individual,https://example.org/ontology/sora#AE-OSO02-A-C1-M1,AE-OSO02-A-C1-M1
target,individual,https://example.org/ontology/sora#AE-OSO02-A-Criterion_01,Manufacturing procedures (evidence)
target,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-H1,AE-OSO02-I-C1-H1
target,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-H2,AE-OSO02-I-C1-H2
target,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-L1,AE-OSO02-I-C1-L1
target,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-L2,AE-OSO02-I-C1-L2
target,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-L3,AE-OSO02-I-C1-L3
target,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-L4,AE-OSO02-I-C1-L4
target,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-L5,AE-OSO02-I-C1-L5
target,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-M1,AE-OSO02-I-C1-M1
target,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-M2,AE-OSO02-I-C1-M2
target,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-M3,AE-OSO02-I-C1-M3
target,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-M3-C1,AE-OSO02-I-C1-M3-C1
target,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-M3-C2,AE-OSO02-I-C1-M3-C2
target,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-M3-C3,AE-OSO02-I-C1-M3-C3
target,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-M4,AE-OSO02-I-C1-M4
target,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-M4-C1,AE-OSO02-I-C1-M4-C1
target,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-M4-C2,AE-OSO02-I-C1-M4-C2
target,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-M5,AE-OSO02-I-C1-M5
target,individual,https://example.org/ontology/sora#AE-OSO02-I-C1-M6,AE-OSO02-I-C1-M6
target,individual,https://example.org/ontology/sora#AE-OSO02-I-Criterion_01,Manufacturing procedures
target,individual,https://example.org/ontology/sora#AE-OSO03-A-C1-H1,AE-OSO03-A-C1-H1
target,individual,https://example.org/ontology/sora#AE-OSO03-A-C1-L1,AE-OSO03-A-C1-L1
target,individual,https://example.org/ontology/sora#AE-OSO03-A-C1-L2,AE-OSO03-A-C1-L2
target,individual,https://example.org/ontology/sora#AE-OSO03-A-C1-L3,AE-OSO03-A-C1-L3
target,individual,https://example.org/ontology/sora#AE-OSO03-A-C1-M1,AE-OSO03-A-C1-M1
target,individual,https://example.org/ontology/sora#AE-OSO03-A-C1-M2,AE-OSO03-A-C1-M2
target,individual,https://example.org/ontology/sora#AE-OSO03-A-C2-H1,AE-OSO03-A-C2-H1
target,individual,https://example.org/ontology/sora#AE-OSO03-A-C2-H2,AE-OSO03-A-C2-H2
target,individual,https://example.org/ontology/sora#AE-OSO03-A-C2-L1,AE-OSO03-A-C2-L1
target,individual,https://example.org/ontology/sora#AE-OSO03-A-C2-M1,AE-OSO03-A-C2-M1
target,individual,https://example.org/ontology/sora#AE-OSO03-A-C2-M2,AE-OSO03-A-C2-M2
target,individual,https://example.org/ontology/sora#AE-OSO03-A-C2-M3,AE-OSO03-A-C2-M3
target,individual,https://example.org/ontology/sora#AE-OSO03-A-Criterion_01,Maintenance competence and programme (Procedure evidence)
target,individual,https://example.org/ontology/sora#AE-OSO03-A-Criterion_02,Maintenance staff training  (evidence)
target,individual,https://example.org/ontology/sora#AE-OSO03-I-C1-H1,AE-OSO03-I-C1-H1
target,individual,https://example.org/ontology/sora#AE-OSO03-I-C1-L1,AE-OSO03-I-C1-L1
target,individual,https://example.org/ontology/sora#AE-OSO03-I-C1-L1-C1,AE-OSO03-I-C1-L1-C1
target,individual,https://example.org/ontology/sora#AE-OSO03-I-C1-L1-C2,AE-OSO03-I-C1-L1-C2
target,individual,https://example.org/ontology/sora#AE-OSO03-I-C1-L1-C3,AE-OSO03-I-C1-L1-C3
target,individual,https://example.org/ontology/sora#AE-OSO03-I-C1-L2,AE-OSO03-I-C1-L2
target,individual,https://example.org/ontology/sora#AE-OSO03-I-C1-M1,AE-OSO03-I-C1-M1
target,individual,https://example.org/ontology/sora#AE-OSO03-I-C1-M2,AE-OSO03-I-C1-M2
target,individual,https://example.org/ontology/sora#AE-OSO03-I-C1-M2-C1,AE-OSO03-I-C1-M2-C1
target,individual,https://example.org/ontology/sora#AE-OSO03-I-C1-M2-C2,AE-OSO03-I-C1-M2-C2
target,individual,https://example.org/ontology/sora#AE-OSO03-I-Criterion_01,Maintenance competence and programme
target,individual,https://example.org/ontology/sora#AE-OSO04-A-C1-H1,AE-OSO04-A-C1-H1
target,individual,https://example.org/ontology/sora#AE-OSO04-A-C1-L1,AE-OSO04-A-C1-L1
target,individual,https://example.org/ontology/sora#AE-OSO04-A-C1-M1,AE-OSO04-A-C1-M1
target,individual,https://example.org/ontology/sora#AE-OSO04-A-C1b-H1,AE-OSO04-A-C1b-H1
target,individual,https://example.org/ontology/sora#AE-OSO04-A-C1b-L1,AE-OSO04-A-C1b-L1
target,individual,https://example.org/ontology/sora#AE-OSO04-A-C1b-M1,AE-OSO04-A-C1b-M1
target,individual,https://example.org/ontology/sora#AE-OSO04-A-Criterion_01,Design standard level (evidence)
target,individual,https://example.org/ontology/sora#AE-OSO04-A-Criterion_01b,Design standard level (alternative evidence)
target,individual,https://example.org/ontology/sora#AE-OSO04-I-C1-H1,AE-OSO04-I-C1-H1
target,individual,https://example.org/ontology/sora#AE-OSO04-I-C1-L1,AE-OSO04-I-C1-L1
target,individual,https://example.org/ontology/sora#AE-OSO04-I-C1-M1,AE-OSO04-I-C1-M1
target,individual,https://example.org/ontology/sora#AE-OSO04-I-C1b-H1,AE-OSO04-I-C1b-H1
target,individual,https://example.org/ontology/sora#AE-OSO04-I-C1b-L1,AE-OSO04-I-C1b-L1
target,individual,https://example.org/ontology/sora#AE-OSO04-I-C1b-M1,AE-OSO04-I-C1b-M1
target,individual,https://example.org/ontology/sora#AE-OSO04-I-Criterion_01,Design standard level
target,individual,https://example.org/ontology/sora#AE-OSO04-I-Criterion_01b,Design standard level
target,individual,https://example.org/ontology/sora#AE-OSO05-A-C1-H1,AE-OSO05-A-C1-H1
target,individual,https://example.org/ontology/sora#AE-OSO05-A-C1-L1,AE-OSO05-A-C1-L1
target,individual,https://example.org/ontology/sora#AE-OSO05-A-C1-M1,AE-OSO05-A-C1-M1
target,individual,https://example.org/ontology/sora#AE-OSO05-A-C1-M2,AE-OSO05-A-C1-M2
target,individual,https://example.org/ontology/sora#AE-OSO05-A-Criterion_01,System safety and reliability (evidence)
target,individual,https://example.org/ontology/sora#AE-OSO05-I-C1-H1,AE-OSO05-I-C1-H1
target,individual,https://example.org/ontology/sora#AE-OSO05-I-C1-H2,AE-OSO05-I-C1-H2
target,individual,https://example.org/ontology/sora#AE-OSO05-I-C1-H3,AE-OSO05-I-C1-H3
target,individual,https://example.org/ontology/sora#AE-OSO05-I-C1-H4,AE-OSO05-I-C1-H4
target,individual,https://example.org/ontology/sora#AE-OSO05-I-C1-H5,AE-OSO05-I-C1-H5
target,individual,https://example.org/ontology/sora#AE-OSO05-I-C1-L1,AE-OSO05-I-C1-L1
target,individual,https://example.org/ontology/sora#AE-OSO05-I-C1-M1,AE-OSO05-I-C1-M1
target,individual,https://example.org/ontology/sora#AE-OSO05-I-C1-M1-C1,AE-OSO05-I-C1-M1-C1
target,individual,https://example.org/ontology/sora#AE-OSO05-I-C1-M1-C2,AE-OSO05-I-C1-M1-C2
target,individual,https://example.org/ontology/sora#AE-OSO05-I-C1-M1-C3,AE-OSO05-I-C1-M1-C3
target,individual,https://example.org/ontology/sora#AE-OSO05-I-Criterion_01,System safety and reliability
target,individual,https://example.org/ontology/sora#AE-OSO06-A-C1-H1,AE-OSO06-A-C1-H1
target,individual,https://example.org/ontology/sora#AE-OSO06-A-C1-L1,AE-OSO06-A-C1-L1
target,individual,https://example.org/ontology/sora#AE-OSO06-A-C1-M1,AE-OSO06-A-C1-M1
target,individual,https://example.org/ontology/sora#AE-OSO06-A-Criterion_01,C3 performance and monitoring (evidence)
target,individual,https://example.org/ontology/sora#AE-OSO06-I-C1-H1,AE-OSO06-I-C1-H1
target,individual,https://example.org/ontology/sora#AE-OSO06-I-C1-L1,AE-OSO06-I-C1-L1
target,individual,https://example.org/ontology/sora#AE-OSO06-I-C1-L1-C1,AE-OSO06-I-C1-L1-C1
target,individual,https://example.org/ontology/sora#AE-OSO06-I-C1-L1-C2,AE-OSO06-I-C1-L1-C2
target,individual,https://example.org/ontology/sora#AE-OSO06-I-C1-L1-C3,AE-OSO06-I-C1-L1-C3
target,individual,https://example.org/ontology/sora#AE-OSO06-I-C1-M1,AE-OSO06-I-C1-M1
target,individual,https://example.org/ontology/sora#AE-OSO06-I-Criterion_01,C3 performance and monitoring
target,individual,https://example.org/ontology/sora#AE-OSO07-A-C1-H1,AE-OSO07-A-C1-H1
target,individual,https://example.org/ontology/sora#AE-OSO07-A-C1-L1,AE-OSO07-A-C1-L1
target,individual,https://example.org/ontology/sora#AE-OSO07-A-C1-M1,AE-OSO07-A-C1-M1
target,individual,https://example.org/ontology/sora#AE-OSO07-A-C2-H1,AE-OSO07-A-C2-H1
target,individual,https://example.org/ontology/sora#AE-OSO07-A-C2-H1-C1,AE-OSO07-A-C2-H1-C1
target,individual,https://example.org/ontology/sora#AE-OSO07-A-C2-H1-C2,AE-OSO07-A-C2-H1-C2
target,individual,https://example.org/ontology/sora#AE-OSO07-A-C2-L1,AE-OSO07-A-C2-L1
target,individual,https://example.org/ontology/sora#AE-OSO07-A-C2-M1,AE-OSO07-A-C2-M1
target,individual,https://example.org/ontology/sora#AE-OSO07-A-C2-M2,AE-OSO07-A-C2-M2
target,individual,https://example.org/ontology/sora#AE-OSO07-A-Criterion_01,Product Inspection procedures (evidence)
target,individual,https://example.org/ontology/sora#AE-OSO07-A-Criterion_02,Product Inspection training (evidence)
target,individual,https://example.org/ontology/sora#AE-OSO07-I-C1-H1,AE-OSO07-I-C1-H1
