ontology_side,entity_type,entity_iri,label
source,object_property,https://example.org/mod-sbd#supports,supports
source,object_property,https://example.org/mod-sbd#tests,tests
source,object_property,https://example.org/mod-sbd#updatedFor,updated for
source,object_property,https://example.org/mod-sbd#uses,uses
target,object_property,https://example.org/ontology/sora#addresses,addresses
target,object_property,https://example.org/ontology/sora#addsAtomicObligation,addsAtomicObligation
target,object_property,https://example.org/ontology/sora#analyticalComponentOf,analyticalComponentOf
target,object_property,https://example.org/ontology/sora#appliesToActorRole,appliesToActorRole
target,object_property,https://example.org/ontology/sora#assignmentAtSAIL,assignmentAtSAIL
target,object_property,https://example.org/ontology/sora#assignmentForOSO,assignmentForOSO
target,object_property,https://example.org/ontology/sora#assignmentRequiresRobustness,assignmentRequiresRobustness
target,object_property,https://example.org/ontology/sora#belongsToOSO,belongsToOSO
target,object_property,https://example.org/ontology/sora#claimsSatisfactionOf,claimsSatisfactionOf
target,object_property,https://example.org/ontology/sora#concerns,concerns
target,object_property,https://example.org/ontology/sora#conformsTo,conformsTo
target,object_property,https://example.org/ontology/sora#crossReferences,crossReferences
target,object_property,https://example.org/ontology/sora#derivedFromSourceDocument,derivedFromSourceDocument
target,object_property,https://example.org/ontology/sora#documents,documents
target,object_property,https://example.org/ontology/sora#evidencesActivityType,evidencesActivityType
target,object_property,https://example.org/ontology/sora#hasActivityType,hasActivityType
target,object_property,https://example.org/ontology/sora#hasAlternativeCriterion,hasAlternativeCriterion
target,object_property,https://example.org/ontology/sora#hasConformityStatus,hasConformityStatus
target,object_property,https://example.org/ontology/sora#hasCriterion,hasCriterion
target,object_property,https://example.org/ontology/sora#hasCriterionType,hasCriterionType
target,object_property,https://example.org/ontology/sora#hasFailureFrequency,hasFailureFrequency
target,object_property,https://example.org/ontology/sora#hasFailureSeverity,hasFailureSeverity
target,object_property,https://example.org/ontology/sora#hasLifecycleContext,hasLifecycleContext
target,object_property,https://example.org/ontology/sora#hasRequirementClassification,hasRequirementClassification
target,object_property,https://example.org/ontology/sora#hasRobustnessLevel,hasRobustnessLevel
target,object_property,https://example.org/ontology/sora#hasRole,hasRole
target,object_property,https://example.org/ontology/sora#inheritsRequirement,inheritsRequirement
target,object_property,https://example.org/ontology/sora#madeBy,madeBy
target,object_property,https://example.org/ontology/sora#monitors,monitors
target,object_property,https://example.org/ontology/sora#performsActivity,performsActivity
target,object_property,https://example.org/ontology/sora#permitsDeclaration,permitsDeclaration
target,object_property,https://example.org/ontology/sora#protects,protects
target,object_property,https://example.org/ontology/sora#records,records
target,object_property,https://example.org/ontology/sora#requiredAtSAIL,requiredAtSAIL
target,object_property,https://example.org/ontology/sora#requiresActivityType,requiresActivityType
target,object_property,https://example.org/ontology/sora#requiresAssuranceArtifact,requiresAssuranceArtifact
target,object_property,https://example.org/ontology/sora#requiresEvidence,requiresEvidence
target,object_property,https://example.org/ontology/sora#requiresSecurityMechanism,requiresSecurityMechanism
target,object_property,https://example.org/ontology/sora#requiresSecurityPrinciple,requiresSecurityPrinciple
target,object_property,https://example.org/ontology/sora#supportedByEvidence,supportedByEvidence
target,object_property,https://example.org/ontology/sora#usesStandardOrMeans,usesStandardOrMeans
target,object_property,https://example.org/ontology/sora#validatedBy,validatedBy
target,object_property,https://example.org/ontology/sora#verifiedBy,verifiedBy
source,data_property,https://example.org/mod-sbd#behaviouralImpact,behavioural impact
source,data_property,https://example.org/mod-sbd#capabilityEffectiveness,capability effectiveness
source,data_property,https://example.org/mod-sbd#impact,impact
source,data_property,https://example.org/mod-sbd#isCommunityBasedService,is community-based service
source,data_property,https://example.org/mod-sbd#isTrustedService,is trusted service
source,data_property,https://example.org/mod-sbd#likelihood,likelihood
source,data_property,https://example.org/mod-sbd#parentRequirementIdentifier,parent requirement identifier
source,data_property,https://example.org/mod-sbd#referenceValue,reference value
source,data_property,https://example.org/mod-sbd#sourceIdentifier,source identifier
source,data_property,https://example.org/mod-sbd#sourceText,source text
source,data_property,https://example.org/mod-sbd#sourceTitle,source title
target,data_property,https://example.org/ontology/sora#clauseOrder,clauseOrder
target,data_property,https://example.org/ontology/sora#isRequiredForSAIL,isRequiredForSAIL
target,data_property,https://example.org/ontology/sora#sailOrdinal,sailOrdinal
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C1-R1,DSTL-SbD01-C1-R1 — Mission and Context
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C1-R2,DSTL-SbD01-C1-R2 — Mission and Context
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C1-R2-C1,"DSTL-SbD01-C1-R2-C1 — Understand the programme's stakeholders, including end users and programme sponsors, and their needs and expectations."
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C1-R2-C2,DSTL-SbD01-C1-R2-C2 — Consider stakeholder needs and expectations in cybersecurity risk management.
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C1-R3,DSTL-SbD01-C1-R3 — Mission and Context
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C1-R3-C1,DSTL-SbD01-C1-R3-C1 — Maintain a formally documented Cyber Security Strategy based on organisational context.
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C1-R3-C2,DSTL-SbD01-C1-R3-C2 — Review the Cyber Security Strategy regularly at board level.
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C1-R3-C3,DSTL-SbD01-C1-R3-C3 — Update the Cyber Security Strategy to reflect changes in the threat landscape and mission.
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C1-R4,DSTL-SbD01-C1-R4 — Mission and Context
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R1,DSTL-SbD01-C2-R1 — Governance
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R2,DSTL-SbD01-C2-R2 — Governance
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R2-C1,DSTL-SbD01-C2-R2-C1 — Use Security Working Groups to manage cybersecurity decisions.
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R2-C2,DSTL-SbD01-C2-R2-C2 — Communicate cybersecurity decisions meaningfully to decision makers.
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R2-C3,DSTL-SbD01-C2-R2-C3 — Use timely and accurate information and expert guidance when communicating/managing cybersecurity decisions.
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R3,DSTL-SbD01-C2-R3 — Governance
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R3-C1,"DSTL-SbD01-C2-R3-C1 — Maintain programme awareness of applicable legal, regulatory and policy cybersecurity requirements."
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R3-C2,"DSTL-SbD01-C2-R3-C2 — Ensure staff know the applicable legal, regulatory and policy cybersecurity requirements."
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R4,DSTL-SbD01-C2-R4 — Governance
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R4-C1,DSTL-SbD01-C2-R4-C1 — Clearly define cybersecurity roles and responsibilities.
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C2-R4-C2,"DSTL-SbD01-C2-R4-C2 — Assign cybersecurity roles and responsibilities across the programme, capability team(s) and supply chain."
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R1,DSTL-SbD01-C3-R1 — Risk Appetite
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R2,DSTL-SbD01-C3-R2 — Risk Appetite
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R2-C1,DSTL-SbD01-C3-R2-C1 — Derive the programme Risk Appetite from the Defence Security Risk Appetite Statement.
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R2-C2,DSTL-SbD01-C3-R2-C2 — Derive the programme Risk Appetite from relevant organisational Risk Appetite Statements.
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R3,DSTL-SbD01-C3-R3 — Risk Appetite
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R4,DSTL-SbD01-C3-R4 — Risk Appetite
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R4-C1,DSTL-SbD01-C3-R4-C1 — Have the SRO define the programme Risk Appetite.
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R4-C2,DSTL-SbD01-C3-R4-C2 — Obtain agreement to the Risk Appetite from key stakeholders.
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R4-C3,DSTL-SbD01-C3-R4-C3 — Formally establish the Risk Appetite.
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R4-C4,DSTL-SbD01-C3-R4-C4 — Communicate the Risk Appetite across the programme.
source,individual,https://example.org/mod-sbd#DSTL-SbD01-C3-R4-C5,DSTL-SbD01-C3-R4-C5 — Review the Risk Appetite regularly over time.
source,individual,https://example.org/mod-sbd#DSTL-SbD01-Criterion_01,Mission and Context
source,individual,https://example.org/mod-sbd#DSTL-SbD01-Criterion_02,Governance
source,individual,https://example.org/mod-sbd#DSTL-SbD01-Criterion_03,Risk Appetite
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R1,DSTL-SbD02-C1-R1 — Roles and Responsibilities
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R2,DSTL-SbD02-C1-R2 — Roles and Responsibilities
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R2-C1,"DSTL-SbD02-C1-R2-C1 — Clearly define roles, responsibilities and accountabilities for cybersecurity risk management."
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R2-C2,"DSTL-SbD02-C1-R2-C2 — Communicate cybersecurity risk-management roles, responsibilities and accountabilities."
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R2-C3,"DSTL-SbD02-C1-R2-C3 — Ensure cybersecurity risk-management roles, responsibilities and accountabilities are understood."
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R2-C4,"DSTL-SbD02-C1-R2-C4 — Enforce cybersecurity risk-management roles, responsibilities and accountabilities across organisational levels."
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R3,DSTL-SbD02-C1-R3 — Roles and Responsibilities
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R3-C1,"DSTL-SbD02-C1-R3-C1 — Allocate adequate time, authority and funding to support the cybersecurity risk strategy and roles."
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R3-C2,"DSTL-SbD02-C1-R3-C2 — Where resourcing gaps exist, provide evidence that the risk arising from SQEP gaps is understood."
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R4,DSTL-SbD02-C1-R4 — Roles and Responsibilities
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R4-C1,DSTL-SbD02-C1-R4-C1 — Review key roles regularly.
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R4-C2,DSTL-SbD02-C1-R4-C2 — Fill key roles with appropriately skilled personnel who have sufficient authority and support.
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R5,DSTL-SbD02-C1-R5 — Roles and Responsibilities
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R5-C1,"DSTL-SbD02-C1-R5-C1 — Provide personnel with role-based, current and comprehensive security and privacy awareness training."
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R5-C2,DSTL-SbD02-C1-R5-C2 — Measure awareness-training effectiveness by behavioural impact rather than attendance.
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R6,DSTL-SbD02-C1-R6 — Roles and Responsibilities
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R6-C1,DSTL-SbD02-C1-R6-C1 — Define responsibilities that continue or change after personnel termination or role change.
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R6-C2,DSTL-SbD02-C1-R6-C2 — Communicate those responsibilities.
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C1-R6-C3,DSTL-SbD02-C1-R6-C3 — Enforce those responsibilities.
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R1,DSTL-SbD02-C2-R1 — Secure Acquisition and Development
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R1-C1,"DSTL-SbD02-C2-R1-C1 — Consider cyber-resilient design when acquiring components, support and programme/capability resourcing."
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R1-C2,DSTL-SbD02-C2-R1-C2 — Share lessons learned routinely across the programme.
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R2,DSTL-SbD02-C2-R2 — Secure Acquisition and Development
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R2-C1,DSTL-SbD02-C2-R2-C1 — Integrate secure development practices at programme level throughout delivery.
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R2-C2,DSTL-SbD02-C2-R2-C2 — Monitor secure development practices at programme level throughout delivery.
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R3,DSTL-SbD02-C2-R3 — Secure Acquisition and Development
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R3-C1,DSTL-SbD02-C2-R3-C1 — Embed security within investment approvals.
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R3-C2,DSTL-SbD02-C2-R3-C2 — Integrate security into financial forecasts and resourcing.
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R4,DSTL-SbD02-C2-R4 — Secure Acquisition and Development
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R4-C1,"DSTL-SbD02-C2-R4-C1 — Maintain formal processes for secure acquisition, use and exit of systems and services."
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R4-C2,"DSTL-SbD02-C2-R4-C2 — Include personnel onboarding, training and offboarding within the secure acquisition/use/exit process context."
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R5,DSTL-SbD02-C2-R5 — Secure Acquisition and Development
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R5-C1,DSTL-SbD02-C2-R5-C1 — Explicitly define security requirements.
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R5-C2,DSTL-SbD02-C2-R5-C2 — Derive security requirements from the risk assessment.
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R5-C3,"DSTL-SbD02-C2-R5-C3 — Include security requirements in contracts, specifications and Invite to Tender documentation."
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C2-R5-C4,DSTL-SbD02-C2-R5-C4 — Manage security requirements throughout the programme lifecycle.
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C3-R1,DSTL-SbD02-C3-R1 — Security Plan
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R1,DSTL-SbD02-C4-R1 — Threat Assessment & Modelling
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R1-C1,"DSTL-SbD02-C4-R1-C1 — Understand common types of cyberattacks, including their methods and techniques."
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R1-C2,DSTL-SbD02-C4-R1-C2 — Understand how those cyberattacks could impact programme essential functions within the context of use.
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R2,DSTL-SbD02-C4-R2 — Threat Assessment & Modelling
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R2-C1,DSTL-SbD02-C4-R2-C1 — Review and update threat assessments routinely.
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R2-C2,"DSTL-SbD02-C4-R2-C2 — Inform threat assessments using threat intelligence, common incidents and sector/national insights."
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R3,DSTL-SbD02-C4-R3 — Threat Assessment & Modelling
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R3-C1,DSTL-SbD02-C4-R3-C1 — Develop plausible attack scenarios based on threat actor objectives.
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R3-C2,DSTL-SbD02-C4-R3-C2 — Maintain the attack scenarios.
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R4,DSTL-SbD02-C4-R4 — Threat Assessment & Modelling
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R4-C1,DSTL-SbD02-C4-R4-C1 — Document the steps used to conduct detailed threat analysis.
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R4-C2,DSTL-SbD02-C4-R4-C2 — Use techniques that examine systems from a threat actor's perspective.
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R4-C3,DSTL-SbD02-C4-R4-C3 — Use the threat analysis to anticipate probable attack methods.
source,individual,https://example.org/mod-sbd#DSTL-SbD02-C4-R5,DSTL-SbD02-C4-R5 — Threat Assessment & Modelling
source,individual,https://example.org/mod-sbd#DSTL-SbD02-Criterion_01,Roles and Responsibilities
source,individual,https://example.org/mod-sbd#DSTL-SbD02-Criterion_02,Secure Acquisition and Development
source,individual,https://example.org/mod-sbd#DSTL-SbD02-Criterion_03,Security Plan
source,individual,https://example.org/mod-sbd#DSTL-SbD02-Criterion_04,Threat Assessment & Modelling
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R1,DSTL-SbD03-C1-R1 — Risk Management
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R1-C1,DSTL-SbD03-C1-R1-C1 — Ensure the cyber risk assessment considers technologies used to deliver capabilities.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R1-C2,DSTL-SbD03-C1-R1-C2 — Ensure the cyber risk assessment considers contractual routes used to procure resources and staff.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R1-C3,DSTL-SbD03-C1-R1-C3 — Ensure the cyber risk assessment considers infrastructure used for delivery.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R2,DSTL-SbD03-C1-R2 — Risk Management
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R2-C1,DSTL-SbD03-C1-R2-C1 — Base risk assessments on clearly understood threat assumptions.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R2-C2,DSTL-SbD03-C1-R2-C2 — Incorporate knowledge of vulnerabilities into risk assessments.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R2-C3,DSTL-SbD03-C1-R2-C3 — Incorporate sector-specific threats into risk assessments.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R2-C4,DSTL-SbD03-C1-R2-C4 — Incorporate OT and IT considerations into risk assessments.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R2-C5,DSTL-SbD03-C1-R2-C5 — Incorporate national infrastructure considerations into risk assessments.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R3,DSTL-SbD03-C1-R3 — Risk Management
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R3-C1,"DSTL-SbD03-C1-R3-C1 — Use threats, vulnerabilities, likelihoods and impacts to determine inherent risk."
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R3-C2,DSTL-SbD03-C1-R3-C2 — Use the inherent-risk understanding to inform the chosen risk response.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R3-C3,"DSTL-SbD03-C1-R3-C3 — Ensure the risk response is prioritised, planned, tracked and communicated."
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R4,DSTL-SbD03-C1-R4 — Risk Management
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R4-C1,DSTL-SbD03-C1-R4-C1 — Identify cyber risks.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R4-C2,DSTL-SbD03-C1-R4-C2 — Analyse cyber risks.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R4-C3,DSTL-SbD03-C1-R4-C3 — Prioritise cyber risks.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R4-C4,DSTL-SbD03-C1-R4-C4 — Manage cyber risks to support essential functions.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R4-C5,DSTL-SbD03-C1-R4-C5 — Manage cyber risks in accordance with the programme Risk Appetite.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R5,DSTL-SbD03-C1-R5 — Risk Management
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R5-C1,"DSTL-SbD03-C1-R5-C1 — Update risk assessments when relevant changes occur, including technical, technology or threat-information changes."
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R5-C2,DSTL-SbD03-C1-R5-C2 — Review risk-management effectiveness regularly.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R5-C3,DSTL-SbD03-C1-R5-C3 — Implement improvements identified by effectiveness review.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R6,DSTL-SbD03-C1-R6 — Risk Management
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R7,DSTL-SbD03-C1-R7 — Risk Management
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R7-C1,DSTL-SbD03-C1-R7-C1 — Include socio-technical risks in risk assessment based on clearly understood threat assumptions.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C1-R7-C2,"DSTL-SbD03-C1-R7-C2 — Include technical risks, human elements, insider threat, human error, organisational culture, social engineering, policy and workflow effects in socio-technical risk consideration."
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C2-R1,DSTL-SbD03-C2-R1 — Risk Management Integration
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C2-R1-C1,DSTL-SbD03-C2-R1-C1 — Understand how cybersecurity and resilience contribute to essential capability functioning.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C2-R1-C2,DSTL-SbD03-C2-R1-C2 — Understand the impact on essential capability functioning if cybersecurity or resilience is compromised.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C2-R2,DSTL-SbD03-C2-R2 — Risk Management Integration
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C2-R2-C1,DSTL-SbD03-C2-R2-C1 — Inform decision makers of residual cyber-risk levels relative to Risk Appetite.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C2-R2-C2,DSTL-SbD03-C2-R2-C2 — Ensure residual cyber risk can be considered in programme decisions.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C2-R3,DSTL-SbD03-C2-R3 — Risk Management Integration
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C2-R3-C1,"DSTL-SbD03-C2-R3-C1 — Maintain programme boards that review cybersecurity risk management, outcomes and performance."
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C2-R3-C2,"DSTL-SbD03-C2-R3-C2 — Review cybersecurity risk management, outcomes and performance regularly."
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C2-R3-C3,DSTL-SbD03-C2-R3-C3 — Use review to identify areas for improvement.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C2-R3-C4,DSTL-SbD03-C2-R3-C4 — Use review to ensure coverage of Defence requirements and risks.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C3-R1,DSTL-SbD03-C3-R1 — Communication and Coordination
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C3-R1-C1,DSTL-SbD03-C3-R1-C1 — Maintain structured and routine two-way communication of cybersecurity risks across the organisation.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C3-R1-C2,"DSTL-SbD03-C3-R1-C2 — Include risks from wider Defence, suppliers and other third parties in that communication."
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C3-R1-C3,DSTL-SbD03-C3-R1-C3 — Maintain a Security Working Group as part of cybersecurity risk communication and coordination.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R1,DSTL-SbD03-C4-R1 — Vulnerability Management
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R1-C1,DSTL-SbD03-C4-R1-C1 — Maintain processes and procedures to understand vulnerabilities.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R1-C2,DSTL-SbD03-C4-R1-C2 — Assess vulnerabilities.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R1-C3,DSTL-SbD03-C4-R1-C3 — Systematically manage vulnerabilities.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R1-C4,DSTL-SbD03-C4-R1-C4 — Manage vulnerabilities to prevent adverse impact on programme functionality.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R2,DSTL-SbD03-C4-R2 — Vulnerability Management
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R2-C1,DSTL-SbD03-C4-R2-C1 — Make vulnerability management systematic.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R2-C2,DSTL-SbD03-C4-R2-C2 — Document vulnerability management.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R2-C3,DSTL-SbD03-C4-R2-C3 — Integrate vulnerability management into security processes.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R3,DSTL-SbD03-C4-R3 — Vulnerability Management
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R3-C1,"DSTL-SbD03-C4-R3-C1 — Inform vulnerability management using documented incident reviews, near misses and lessons learned across reporting, governance, skills, policy and technical aspects."
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R3-C2,DSTL-SbD03-C4-R3-C2 — Prioritise and promptly implement vulnerability-management improvements.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R3-C3,DSTL-SbD03-C4-R3-C3 — Escalate relevant analysis to senior management.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R3-C4,DSTL-SbD03-C4-R3-C4 — Use sector-wide and national incident insights to inform vulnerability management.
source,individual,https://example.org/mod-sbd#DSTL-SbD03-C4-R4,DSTL-SbD03-C4-R4 — Vulnerability Management
source,individual,https://example.org/mod-sbd#DSTL-SbD03-Criterion_02,Risk Management Integration
source,individual,https://example.org/mod-sbd#DSTL-SbD03-Criterion_03,Communication and Coordination
source,individual,https://example.org/mod-sbd#DSTL-SbD03-Criterion_04,Vulnerability Management
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C1-R1,DSTL-SbD04-C1-R1 — Cyber Resilient Architecture
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C1-R1-C1,"DSTL-SbD04-C1-R1-C1 — Maintain processes to review, test, evaluate and improve capability architecture."
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C1-R1-C2,DSTL-SbD04-C1-R1-C2 — Ensure architecture review/testing/evaluation/improvement is performed by SQEP.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C1-R1-C3,DSTL-SbD04-C1-R1-C3 — Use architecture assurance to ensure alignment with the wider programme and Defence.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C2-R1,DSTL-SbD04-C2-R1 — Asset Management
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R1,DSTL-SbD04-C3-R1 — Data Protection and Resilience
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R1-C1,DSTL-SbD04-C3-R1-C1 — Identify all data essential to programme functioning or that could assist a threat actor.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R1-C2,DSTL-SbD04-C3-R1-C2 — Document the identified data.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R2,DSTL-SbD04-C3-R2 — Data Protection and Resilience
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R2-C1,"DSTL-SbD04-C3-R2-C1 — Protect data in transit, including third-party transfers."
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R2-C2,DSTL-SbD04-C3-R2-C2 — Apply appropriate physical and technical protection to stored data.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R2-C3,DSTL-SbD04-C3-R2-C3 — Secure and test backups.
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3,DSTL-SbD04-C3-R3 — Data Protection and Resilience
source,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C1,DSTL-SbD04-C3-R3-C1 — Understand where critical data is stored.
